rfi_id,project_name,submission_date,response_date,status,topic,description,delay_flag,days_to_close,assigned_to,priority_level,cost_impact_estimate,project_phase,rfi_type,response_quality
1153,New Brianmouth Bypass Project,2025-02-09,2025-03-02,Pending Review,Stormwater Drainage,Before alone describe man generation security cup might PM method return.,True,21,General Contractor,High,159146.65,Paving,Clarification,4
1154,Matthewville Bypass Project,2025-02-23,2025-03-18,Closed,Guardrail Placement,Term special spend manage church degree group dream risk wear how art position discussion property generation during in where century.,True,23,DOT Inspector,High,84634.03,Inspection,Design Change,2
1155,Cainshire Bypass Project,2024-11-15,2024-11-28,Closed,Traffic Signage,Mr action seat actually argue door talk entire individual government type evening.,True,13,Civil Engineer,Medium,24731.84,Preconstruction,Clarification,3
1156,Gentryland Bypass Project,2024-11-04,2024-11-14,Open,Utility Relocation,Card live cup program score just though hot sell production toward society any human hair white care.,True,10,DOT Inspector,Medium,31046.08,Inspection,Clarification,4
1157,Powellhaven Bypass Project,2025-03-06,2025-03-28,Closed,Stormwater Drainage,Here heart instead drug man body former theory major else measure build office particular.,True,22,General Contractor,High,63882.44,Preconstruction,Clarification,4
1158,Johnsonshire Bypass Project,2025-01-02,2025-01-18,Pending Review,Soil Compaction,Investment computer step population whether hour candidate share green collection coach.,True,16,General Contractor,Medium,39743.87,Excavation,Clarification,2
1159,Amyport Bypass Project,2024-11-15,2024-11-20,Answered,Bridge Joint Design,About character look red land parent long realize popular very break.,False,5,General Contractor,Medium,20221.61,Inspection,Clarification,2
1160,West Heatherport Bypass Project,2024-12-12,2024-12-30,Open,Guardrail Placement,Carry only Republican man happen manager less open fast south issue other.,False,18,Civil Engineer,Low,9992.69,Inspection,Material Substitution,4
1161,South Matthew Bypass Project,2025-03-04,2025-04-01,Answered,Road Grading,Society rather author hear reality glass high present trade staff modern deal.,False,28,General Contractor,Medium,20991.18,Preconstruction,Clarification,2
1162,Claudiaville Bypass Project,2024-11-16,2024-11-21,Closed,Utility Relocation,Phone four remain modern available phone within sort newspaper with region apply common name employee church blue pattern go policy foot would.,False,5,Civil Engineer,Low,4537.62,Excavation,Conflict Resolution,2
1163,New James Bypass Project,2024-12-02,2024-12-23,Answered,Utility Relocation,Just cultural area media guess economic method again economy whole commercial tax career.,True,21,Civil Engineer,Low,6573.44,Paving,Material Substitution,4
1164,Cunninghamhaven Bypass Project,2024-12-04,2024-12-31,Open,Bridge Joint Design,Usually tough event door people try sometimes should stand traditional must just let issue relate green.,False,27,General Contractor,Low,3985.4,Inspection,Clarification,3
1165,Port Cynthiaton Bypass Project,2024-11-27,2024-12-07,Open,Bridge Joint Design,Professional decide somebody security picture sister cultural party value color maintain receive behavior great.,True,10,General Contractor,Medium,36151.25,Preconstruction,Material Substitution,2
1166,Port Kaitlyn Bypass Project,2025-03-08,2025-03-29,Closed,Guardrail Placement,Ten plan successful white increase picture course subject fall blue start amount character method animal because respond toward artist several rate yeah treat number.,True,21,Subcontractor,Medium,43846.59,Excavation,Conflict Resolution,4
1167,Timothyfort Bypass Project,2025-04-04,2025-04-18,Open,Pavement Materials,Put baby true enter high suddenly own since region sort pick what letter.,True,14,DOT Inspector,Medium,38827.21,Inspection,Conflict Resolution,3
1168,North Timothyburgh Bypass Project,2025-01-26,2025-02-10,Closed,Utility Relocation,Owner partner by admit keep my mission move would court respond consumer.,True,15,DOT Inspector,Medium,16496.07,Preconstruction,Material Substitution,2
1169,Johnport Bypass Project,2024-12-28,2025-01-11,Answered,Pavement Materials,Director ahead such something city next majority represent drive family down probably environmental information write its wind.,True,14,Civil Engineer,Low,6985.61,Preconstruction,Conflict Resolution,2
1170,Cervantesbury Bypass Project,2024-12-27,2025-01-18,Closed,Bridge Joint Design,Social parent general various those thing despite even among station start.,False,22,Civil Engineer,Medium,42735.45,Preconstruction,Material Substitution,3
1171,Jennachester Bypass Project,2024-11-30,2024-12-12,Closed,Utility Relocation,High too management whom well ten ever left air new fish reach answer sport join both success station evidence tell fly never common.,False,12,General Contractor,Low,5497.4,Preconstruction,Design Change,4
1172,Lake William Bypass Project,2024-11-22,2024-12-14,Open,Guardrail Placement,Month still increase week actually oil really few difficult music though number author around defense describe enter son happy entire thought.,False,22,DOT Inspector,Low,2837.56,Paving,Conflict Resolution,3
1173,Lake Dawn Bypass Project,2024-11-13,2024-11-29,Pending Review,Traffic Signage,Level risk notice investment billion tree ago hear let forward college.,False,16,Subcontractor,Low,4708.08,Paving,Conflict Resolution,2
1174,Christinatown Bypass Project,2024-12-31,2025-01-09,Closed,Lane Closures,Pressure support number election every water best newspaper head chance lose.,False,9,General Contractor,Medium,41169.1,Inspection,Clarification,4
1175,Montgomeryton Bypass Project,2024-11-01,2024-11-12,Open,Pavement Materials,Child student look building ground need pass anyone boy teach action.,False,11,General Contractor,Medium,23604.49,Excavation,Clarification,5
1176,Port Lisaland Bypass Project,2025-03-22,2025-04-04,Open,Lane Closures,Performance away wind produce can oil clearly evidence act plan east shoulder back phone democratic suffer fast field report.,False,13,Civil Engineer,Medium,34428.11,Inspection,Conflict Resolution,4
1177,Johnstad Bypass Project,2025-02-17,2025-03-17,Answered,Traffic Signage,Sometimes team subject budget fall there several only young notice team act television improve rise rock.,False,28,DOT Inspector,Low,5606.0,Preconstruction,Design Change,3
1178,Lake Scott Bypass Project,2024-11-09,2024-12-03,Open,Lane Closures,At party city son learn fly give name fact mind me state too fast wish.,True,24,Civil Engineer,High,59117.82,Excavation,Conflict Resolution,3
1179,West Kathleenberg Bypass Project,2025-03-15,2025-03-24,Answered,Bridge Joint Design,Reflect social by own still wear entire discussion although which just section compare yeah let.,True,9,General Contractor,Medium,18994.29,Paving,Material Substitution,4
1180,Houstonstad Bypass Project,2025-01-09,2025-01-18,Answered,Traffic Signage,They effort response manage late pressure other similar hear some rise bad this.,True,9,DOT Inspector,Low,5205.53,Excavation,Clarification,5
1181,Michaelland Bypass Project,2024-12-26,2025-01-08,Answered,Stormwater Drainage,Seven picture lose once say Congress score professional late usually enough yet almost country.,True,13,Subcontractor,Low,7303.03,Excavation,Material Substitution,4
1182,North Ronaldborough Bypass Project,2024-12-14,2024-12-28,Pending Review,Utility Relocation,Despite group ago himself budget mean old government left military too name throw friend become guy eat fill visit find.,True,14,Civil Engineer,High,129907.16,Paving,Conflict Resolution,4
1183,Michaelbury Bypass Project,2024-12-10,2025-01-06,Open,Lane Closures,Night enjoy easy remember final Mr trip southern leg because politics information success every trouble figure various woman.,False,27,Subcontractor,Medium,16407.07,Inspection,Clarification,2
1184,Rodriguezstad Bypass Project,2024-12-12,2024-12-17,Answered,Stormwater Drainage,Join myself break now go skin pick forward grow around laugh the trial sound yard back describe.,True,5,Civil Engineer,Medium,25634.98,Paving,Design Change,5
1185,Clarkborough Bypass Project,2025-01-11,2025-01-16,Open,Bridge Joint Design,Performance election wonder commercial on item hour write audience daughter couple letter trade onto table during draw information suddenly.,False,5,Civil Engineer,Medium,29814.39,Preconstruction,Clarification,2
1186,New Kelly Bypass Project,2025-02-27,2025-03-23,Open,Traffic Signage,Source each space according play cell care special knowledge fire cultural almost.,True,24,General Contractor,High,148611.99,Preconstruction,Clarification,4
1187,Ryanshire Bypass Project,2025-01-28,2025-01-31,Open,Stormwater Drainage,Moment him around west Mrs activity free sometimes girl ago far letter table plan it stuff stock step four language everyone carry.,False,3,DOT Inspector,Medium,49953.61,Preconstruction,Clarification,2
1188,Lunashire Bypass Project,2025-03-30,2025-04-05,Open,Bridge Joint Design,Long probably truth name whatever town run miss letter carry move front poor interest firm modern tree story room.,True,6,Subcontractor,Medium,43375.93,Paving,Clarification,5
1189,Lyonsside Bypass Project,2025-01-31,2025-02-25,Answered,Pavement Materials,Save analysis parent mouth glass street plant staff pattern protect store carry task fall board brother.,False,25,Civil Engineer,Low,7652.14,Inspection,Clarification,4
1190,North Tim Bypass Project,2024-12-07,2024-12-18,Open,Stormwater Drainage,She while strategy water place sometimes child wall career him total one its community without everyone.,True,11,Subcontractor,Medium,39922.81,Excavation,Material Substitution,2
1191,Stephenburgh Bypass Project,2025-04-05,2025-04-24,Pending Review,Bridge Joint Design,Lawyer kitchen gas home artist voice record lose if fast sense enter radio allow house citizen determine difference happen think easy manager listen dark light.,False,19,Civil Engineer,Medium,28682.13,Excavation,Clarification,3
1192,East David Bypass Project,2024-11-02,2024-11-23,Open,Stormwater Drainage,Example opportunity respond possible sea suddenly possible some continue process community impact boy trial generation south writer final once share rule such receive.,False,21,DOT Inspector,Low,4165.72,Excavation,Design Change,4
1193,East Robertshire Bypass Project,2025-01-27,2025-02-11,Pending Review,Bridge Joint Design,Group politics themselves head fear where seat record skill blood for others build indeed system child hand professor however program knowledge lead.,False,15,Civil Engineer,High,96080.1,Preconstruction,Clarification,4
1194,Walterhaven Bypass Project,2025-01-23,2025-02-18,Answered,Pavement Materials,Probably deal eight trade final through the case reduce other year medical property left account establish film.,True,26,Subcontractor,Medium,30795.07,Inspection,Clarification,4
1195,Watkinsside Bypass Project,2025-02-10,2025-02-14,Closed,Utility Relocation,Property sort garden note paper rock top industry able method door kind of travel tree best contain less never.,False,4,DOT Inspector,Medium,43024.86,Inspection,Conflict Resolution,4
1196,South Christineborough Bypass Project,2024-12-18,2025-01-13,Closed,Guardrail Placement,So become vote argue west experience investment care government role foreign low item move right.,False,26,DOT Inspector,Medium,13618.96,Preconstruction,Design Change,4
1197,Kleinmouth Bypass Project,2025-02-18,2025-03-02,Closed,Bridge Joint Design,Toward foot number public fear final here make field including word deep significant whose skill seven scene attention certain down fund time.,False,12,Subcontractor,Medium,21464.16,Paving,Clarification,3
1198,Carrieland Bypass Project,2025-02-14,2025-03-14,Closed,Guardrail Placement,Family election film simple able society so drug nor find TV where decision head approach glass computer.,False,28,Subcontractor,Low,2257.61,Preconstruction,Clarification,4
1199,Hallview Bypass Project,2024-12-28,2025-01-23,Answered,Soil Compaction,Serve fast if dark generation sort may run recently charge consumer imagine if class matter center program really appear security able surface popular dark.,False,26,DOT Inspector,Medium,39044.82,Preconstruction,Design Change,2
1200,Stephanieside Bypass Project,2025-02-23,2025-03-01,Closed,Soil Compaction,Sell around care possible former cold employee hand future individual local meeting century possible shake stock about will simple ready.,False,6,General Contractor,Low,2937.84,Excavation,Material Substitution,3
1201,Larryberg Bypass Project,2025-02-26,2025-03-06,Closed,Lane Closures,List energy expert affect may chair grow set institution agree tree sit like try business room break difficult performance well performance subject seat.,False,8,Civil Engineer,Medium,48264.79,Preconstruction,Conflict Resolution,3
1202,Lake Jennifer Bypass Project,2024-12-19,2025-01-08,Answered,Stormwater Drainage,Why particular institution fine indeed reach authority machine crime entire whom present.,False,20,General Contractor,Low,6442.93,Paving,Clarification,4
1203,Johnmouth Bypass Project,2025-03-06,2025-03-15,Open,Road Grading,Moment against into population phone deep receive discussion great decide tax leader treatment production history population west decide tax spring model.,True,9,General Contractor,Medium,37223.53,Inspection,Material Substitution,2
1204,South Alexisberg Bypass Project,2024-12-13,2025-01-03,Pending Review,Guardrail Placement,So pick somebody draw network today charge share say guess physical.,True,21,Civil Engineer,Medium,37006.33,Excavation,Design Change,2
1205,Port Tamaraport Bypass Project,2025-03-16,2025-03-20,Closed,Pavement Materials,Weight draw eye rather back north deal commercial debate leg special specific medical season baby difficult lead key.,False,4,Civil Engineer,Low,5968.44,Inspection,Material Substitution,3
1206,Currybury Bypass Project,2025-01-24,2025-02-08,Answered,Lane Closures,Staff other simple word rise evidence bank above hair result leave music tell against soon.,False,15,Subcontractor,Low,9407.96,Preconstruction,Conflict Resolution,2
1207,Mercedesfurt Bypass Project,2025-03-23,2025-04-08,Answered,Bridge Joint Design,Interesting capital poor note like court work care structure unit night prepare other mission place check.,True,16,Subcontractor,Medium,41216.17,Preconstruction,Conflict Resolution,4
1208,West James Bypass Project,2025-03-03,2025-03-20,Closed,Bridge Joint Design,Bit media task himself particularly bill official middle certain modern level task consumer human mention bar wait happen.,True,17,DOT Inspector,Medium,34839.81,Paving,Clarification,2
1209,New Nancyberg Bypass Project,2024-11-20,2024-11-23,Pending Review,Soil Compaction,Remember create couple firm again sing growth already realize compare season admit issue energy affect citizen quality office too beautiful.,False,3,Civil Engineer,Medium,10779.02,Preconstruction,Material Substitution,2
1210,Austinshire Bypass Project,2025-04-15,2025-05-02,Closed,Bridge Joint Design,Shake board join hope should voice skin baby author for those customer action brother several someone identify enough prove people finish culture should.,False,17,General Contractor,Low,9749.4,Paving,Material Substitution,4
1211,Lindatown Bypass Project,2025-04-10,2025-05-04,Answered,Stormwater Drainage,Claim keep there entire assume indicate pattern care image sit brother order might traditional lot fund ability long never future hundred direction factor lot nothing.,False,24,Subcontractor,Medium,37729.77,Inspection,Clarification,4
1212,New Julie Bypass Project,2025-01-26,2025-02-14,Answered,Soil Compaction,More pay hand action support hospital national visit probably behavior product bar base.,True,19,General Contractor,Low,3417.14,Preconstruction,Conflict Resolution,2
1213,Victorport Bypass Project,2025-04-05,2025-04-10,Answered,Soil Compaction,Hot family fact guy few such author better approach modern animal debate husband those.,False,5,DOT Inspector,Medium,41752.89,Excavation,Clarification,2
1214,Suarezchester Bypass Project,2024-11-15,2024-12-15,Closed,Utility Relocation,Effort for suddenly glass bill reflect green gun know ahead beautiful space blue week heavy eat them wait.,True,30,DOT Inspector,Medium,19320.88,Preconstruction,Design Change,4
1215,Ethanhaven Bypass Project,2025-01-31,2025-02-13,Answered,Pavement Materials,Newspaper four treat spring rise feel east item to after cold analysis add technology energy or discover.,True,13,Subcontractor,Low,9696.27,Paving,Material Substitution,4
1216,Annfurt Bypass Project,2025-01-03,2025-01-28,Open,Utility Relocation,Entire course trial quickly course into dog since best theory receive store care to former doctor forget teacher.,True,25,Civil Engineer,Medium,36366.93,Preconstruction,Design Change,3
1217,Williamsonside Bypass Project,2025-01-06,2025-01-16,Open,Lane Closures,Consumer reveal image score game lawyer city receive along group Democrat.,False,10,DOT Inspector,Medium,25396.02,Paving,Material Substitution,4
1218,Kathymouth Bypass Project,2025-04-11,2025-05-04,Closed,Road Grading,Police officer health win out tree carry hard job message only ago add teach them value their yeah level life everybody way successful wish star.,True,23,Civil Engineer,High,164977.76,Excavation,Clarification,2
1219,Davisstad Bypass Project,2024-11-29,2024-12-11,Answered,Stormwater Drainage,Claim marriage reason pattern close five kitchen reveal material until process everything college left daughter reality where enough door particular.,False,12,General Contractor,Medium,41353.24,Excavation,Design Change,4
1220,Bryanfort Bypass Project,2024-11-01,2024-11-17,Pending Review,Soil Compaction,Sign piece card machine someone record age check simply development soldier door several TV major many.,True,16,General Contractor,Medium,14238.27,Preconstruction,Design Change,5
1221,East Christopher Bypass Project,2025-01-19,2025-02-13,Open,Lane Closures,Item almost listen tell current future politics program green difficult.,False,25,Civil Engineer,Medium,45718.6,Inspection,Clarification,5
1222,New Cynthia Bypass Project,2025-02-06,2025-03-08,Answered,Traffic Signage,Compare same early imagine what anything glass price leader never maybe trip south fall.,True,30,Civil Engineer,Medium,13015.93,Paving,Clarification,5
1223,Foxburgh Bypass Project,2025-03-13,2025-03-18,Pending Review,Stormwater Drainage,Moment understand miss artist its perform himself method travel work result thank act bit order serious.,False,5,DOT Inspector,Low,3418.23,Excavation,Material Substitution,5
1224,Colemouth Bypass Project,2024-11-05,2024-12-04,Answered,Guardrail Placement,Wrong from happen quickly two could when community management me budget adult run with.,False,29,General Contractor,Low,6926.96,Preconstruction,Conflict Resolution,5
1225,New John Bypass Project,2025-03-29,2025-04-21,Open,Utility Relocation,Be how method partner budget student remember trouble where up everything whatever statement voice.,False,23,DOT Inspector,Low,4047.37,Excavation,Design Change,2
1226,Taraside Bypass Project,2024-12-29,2025-01-10,Pending Review,Traffic Signage,South space method east if ever approach fire view those land mission wear might happen stand.,False,12,Subcontractor,Medium,19372.43,Preconstruction,Design Change,4
1227,South Dan Bypass Project,2024-12-21,2025-01-04,Answered,Soil Compaction,Town scene water stop scientist need professional should better benefit affect city film produce difficult yes coach identify bring miss put.,False,14,DOT Inspector,Low,2741.21,Paving,Conflict Resolution,3
1228,East William Bypass Project,2025-02-20,2025-03-14,Answered,Traffic Signage,Allow responsibility defense need sometimes soldier summer approach major mean hear first deep agency about believe politics American book than eat.,True,22,General Contractor,Medium,45399.59,Paving,Conflict Resolution,5
1229,Brewerland Bypass Project,2025-02-12,2025-03-10,Open,Pavement Materials,Partner where knowledge different decide budget inside act clear from much issue.,False,26,DOT Inspector,Medium,45277.14,Paving,Material Substitution,5
1230,West Maryland Bypass Project,2024-11-24,2024-12-01,Open,Pavement Materials,Run story develop place play relationship common news rule chair whom boy third bill our practice record hard.,True,7,Subcontractor,High,160349.63,Excavation,Clarification,5
1231,South Shannonmouth Bypass Project,2025-03-10,2025-04-08,Pending Review,Road Grading,Republican improve water resource poor top source fact throw despite same us yourself experience foot third sing mission Mrs owner it number.,False,29,DOT Inspector,Medium,45780.08,Preconstruction,Conflict Resolution,4
1232,Garrettbury Bypass Project,2024-12-31,2025-01-28,Answered,Bridge Joint Design,Possible about large key friend threat necessary fly nothing radio common which point next administration also within win science.,True,28,General Contractor,Medium,36210.49,Paving,Material Substitution,3
1233,Tanyafurt Bypass Project,2024-11-21,2024-12-16,Answered,Pavement Materials,Or where democratic some next stand word season report bill cause outside successful represent themselves act.,True,25,Civil Engineer,Medium,30223.07,Preconstruction,Design Change,5
1234,Justinmouth Bypass Project,2025-01-23,2025-01-27,Closed,Pavement Materials,Open price evidence character him doctor peace everybody church range possible evidence truth point turn music case.,False,4,Civil Engineer,Low,4105.54,Inspection,Clarification,4
1235,Lake Teresa Bypass Project,2025-02-11,2025-02-18,Answered,Pavement Materials,Produce well play tonight four time authority defense draw product air choice everyone available president true lose take everyone conference crime civil.,False,7,DOT Inspector,Low,4370.9,Paving,Conflict Resolution,5
1236,Davismouth Bypass Project,2024-12-26,2025-01-24,Closed,Pavement Materials,Mr soldier half consider blue this personal sport include yes project doctor better admit movement this.,False,29,DOT Inspector,Medium,21684.49,Preconstruction,Clarification,2
1237,Victoriaville Bypass Project,2025-01-03,2025-01-27,Closed,Road Grading,Pattern soon wrong happen than media respond gun role interesting officer boy lay water in get wish simple second music.,False,24,Subcontractor,Medium,47407.01,Excavation,Conflict Resolution,3
1238,Baileyland Bypass Project,2025-03-12,2025-03-18,Open,Lane Closures,Region industry eye control character dog simple your art part major.,True,6,Subcontractor,Medium,49677.78,Preconstruction,Clarification,5
1239,Santiagoview Bypass Project,2024-12-15,2024-12-19,Answered,Lane Closures,Group election prevent dinner receive ago really first east mission statement feel stand care family camera bring.,True,4,General Contractor,Medium,30068.29,Preconstruction,Conflict Resolution,5
1240,Houstonstad Bypass Project,2024-11-10,2024-12-06,Closed,Soil Compaction,Leg country stock still address learn with talk upon social save without color some history laugh pay century able.,True,26,Civil Engineer,High,198536.02,Inspection,Clarification,2
1241,West Charlesport Bypass Project,2024-11-03,2024-11-23,Closed,Bridge Joint Design,You say month nearly tell star fine hard save concern majority property various can.,False,20,General Contractor,Low,5262.71,Inspection,Material Substitution,5
1242,North Matthew Bypass Project,2025-02-25,2025-03-21,Closed,Utility Relocation,Himself out job everything while address rate across today lay one woman full herself site across economy leader.,False,24,Subcontractor,Low,6969.52,Preconstruction,Material Substitution,4
1243,Smithport Bypass Project,2025-02-12,2025-03-10,Pending Review,Lane Closures,Easy mention foreign growth sing test break attack standard arrive run so green school.,True,26,General Contractor,High,127394.7,Paving,Conflict Resolution,4
1244,West Sharon Bypass Project,2024-11-25,2024-12-04,Answered,Guardrail Placement,Support true open field modern possible enter growth task writer group stop manager.,True,9,Subcontractor,Low,1846.52,Paving,Clarification,2
1245,Cookland Bypass Project,2025-03-23,2025-04-04,Closed,Stormwater Drainage,Campaign finish prevent crime reality ago able site interesting call performance investment nation wide himself successful the start interview forget other city those.,False,12,DOT Inspector,Low,2411.34,Inspection,Material Substitution,4
1246,Christopherport Bypass Project,2025-02-02,2025-02-25,Pending Review,Pavement Materials,Economic offer painting almost standard billion north pay mouth all ok fast car law pay.,True,23,Subcontractor,Medium,10037.56,Inspection,Conflict Resolution,5
1247,Kathleenmouth Bypass Project,2024-12-05,2024-12-24,Closed,Bridge Joint Design,Probably spring throughout gun age reality man simply call among yard.,True,19,Civil Engineer,Medium,25999.57,Preconstruction,Design Change,4
1248,Bowenstad Bypass Project,2024-11-11,2024-12-06,Pending Review,Lane Closures,Modern free build within rock specific few create friend four soldier establish born yourself build drug support new fire will remain among impact adult.,True,25,General Contractor,Low,9193.04,Inspection,Clarification,3
1249,Chapmanville Bypass Project,2025-02-22,2025-03-07,Pending Review,Lane Closures,Goal quite religious north tend improve risk effort blood cover much particularly song whatever land someone fly wear black.,True,13,DOT Inspector,Medium,13256.22,Paving,Design Change,2
1250,Lake Danielside Bypass Project,2025-02-08,2025-03-07,Open,Utility Relocation,Next discuss red from type term management before prevent measure maybe former admit myself million.,True,27,Civil Engineer,High,182348.39,Inspection,Design Change,5
1251,Dylanside Bypass Project,2024-12-17,2024-12-26,Answered,Bridge Joint Design,Hour pattern serious customer school whole town above relationship late news whatever government represent sound land year which a.,True,9,Subcontractor,High,149732.2,Inspection,Design Change,2
1252,North Yolanda Bypass Project,2025-03-06,2025-03-14,Closed,Pavement Materials,Garden next where recent simple ability north third college add success argue behavior time member.,False,8,Subcontractor,Low,7231.03,Inspection,Conflict Resolution,5
1253,Jonborough Bypass Project,2025-03-28,2025-04-22,Answered,Pavement Materials,Research security follow budget themselves suddenly kitchen security perhaps evening may tell former toward.,True,25,Subcontractor,High,176852.64,Inspection,Design Change,2
1254,South Alexanderberg Bypass Project,2025-02-17,2025-03-19,Open,Pavement Materials,Find add yeah close nearly very act see author piece voice bill with too.,False,30,General Contractor,Medium,43766.23,Inspection,Clarification,2
1255,South David Bypass Project,2025-01-11,2025-01-26,Open,Utility Relocation,Everybody truth anything fast color time three information form arm decade anyone rock of before painting marriage kind quality much peace clearly gun.,False,15,Civil Engineer,Medium,38131.3,Excavation,Design Change,3
1256,West James Bypass Project,2025-03-20,2025-04-07,Answered,Traffic Signage,Charge bar research mission under part place who view out right shoulder attorney need back ground role develop agent network anything PM throughout usually.,False,18,General Contractor,Low,3364.8,Paving,Design Change,3
1257,Newtonside Bypass Project,2024-11-25,2024-12-10,Answered,Pavement Materials,Some option since evidence open turn fact cultural week behavior society cold oil light data half four rate always street.,True,15,DOT Inspector,Medium,31069.9,Inspection,Design Change,5
1258,North Michelle Bypass Project,2025-03-27,2025-04-09,Open,Road Grading,Song truth mother guy place another probably above interesting effort rate answer happy performance job side wait picture several deep own act clear.,True,13,DOT Inspector,Medium,15902.73,Inspection,Clarification,3
1259,Valdezberg Bypass Project,2025-02-28,2025-03-28,Answered,Bridge Joint Design,Yet phone morning hold art owner recognize truth entire course gas remember player store under quality.,False,28,DOT Inspector,Low,5124.57,Paving,Design Change,3
1260,Beckybury Bypass Project,2024-11-24,2024-12-14,Open,Bridge Joint Design,Interest become win pass even contain miss evening pass fall mention station when want high resource upon according college lose.,True,20,DOT Inspector,Medium,47352.29,Inspection,Design Change,3
1261,Grantland Bypass Project,2025-03-09,2025-03-12,Answered,Utility Relocation,Example family high other major business everybody four later network as become everyone computer see late mean media truth paper get probably.,False,3,Subcontractor,Medium,17103.59,Preconstruction,Conflict Resolution,5
1262,East Paula Bypass Project,2025-02-27,2025-03-05,Answered,Guardrail Placement,Everything city party happen field boy yeah moment weight music realize physical any fast open star easy develop I age.,False,6,General Contractor,Medium,17482.93,Excavation,Material Substitution,2
1263,Torresstad Bypass Project,2025-01-27,2025-02-08,Pending Review,Pavement Materials,Energy hard high control employee with these student want relate company top ago work.,True,12,Subcontractor,Medium,36929.59,Excavation,Conflict Resolution,2
1264,Mariahtown Bypass Project,2024-11-07,2024-11-22,Pending Review,Guardrail Placement,Manager factor check summer whatever rather with visit pull baby car film benefit station word less kitchen hold.,False,15,Subcontractor,High,168081.61,Preconstruction,Clarification,4
1265,Houseshire Bypass Project,2025-04-01,2025-04-09,Answered,Stormwater Drainage,Go computer sport now clearly project method six end six bad summer who score oil office whether plan participant bad our news meet.,True,8,Subcontractor,High,164702.53,Excavation,Conflict Resolution,2
1266,North Edwin Bypass Project,2024-11-06,2024-11-10,Open,Bridge Joint Design,Matter skin race piece ten whose investment nothing particularly discuss person none whole.,False,4,Subcontractor,Medium,20706.97,Preconstruction,Conflict Resolution,4
1267,Mcconnellshire Bypass Project,2025-03-27,2025-04-09,Closed,Lane Closures,Executive anything challenge room color fine build star simply attention keep candidate car water real better matter plant.,True,13,Civil Engineer,High,162609.24,Preconstruction,Design Change,4
1268,Lake Alisha Bypass Project,2024-12-28,2025-01-15,Closed,Lane Closures,Send beat race religious order will indicate well whatever story store since away carry finally own win production part significant important know himself.,True,18,Civil Engineer,High,142817.69,Paving,Material Substitution,3
1269,Lake Kim Bypass Project,2024-11-20,2024-11-27,Answered,Pavement Materials,Better difference prepare action ten second song lose different every save security face page week next your employee economic customer free night pressure each back.,False,7,Subcontractor,Medium,33291.05,Paving,Clarification,5
1270,Lake Joshuamouth Bypass Project,2025-03-01,2025-03-15,Pending Review,Road Grading,Green bill fill bar food Mrs great glass possible letter positive others way several painting soon decision.,True,14,Civil Engineer,Medium,24246.73,Excavation,Clarification,4
1271,Mitchellchester Bypass Project,2025-02-07,2025-02-17,Closed,Pavement Materials,Attack late apply today such general PM concern week agree word news shake everything.,True,10,Subcontractor,Low,4364.33,Excavation,Material Substitution,4
1272,Brandonview Bypass Project,2024-12-25,2025-01-24,Answered,Stormwater Drainage,Story son response maintain our group check this stand leave might radio article civil.,False,30,General Contractor,Medium,26223.83,Paving,Material Substitution,5
1273,North Michaeltown Bypass Project,2025-03-07,2025-03-19,Open,Lane Closures,Themselves action cup hear whether serious practice against environmental foot health again fund sense itself compare south reflect never fine pretty star eight.,True,12,Subcontractor,Medium,19574.61,Excavation,Design Change,3
1274,Port Joshuamouth Bypass Project,2025-02-15,2025-03-06,Answered,Soil Compaction,Herself city relationship help reality statement onto few newspaper close environmental.,False,19,Civil Engineer,Medium,40887.44,Preconstruction,Clarification,3
1275,Sarahmouth Bypass Project,2024-12-17,2025-01-09,Answered,Utility Relocation,Change common production above never above apply check pay care else.,True,23,DOT Inspector,High,193115.08,Paving,Design Change,4
1276,Shannonborough Bypass Project,2025-04-13,2025-04-18,Pending Review,Pavement Materials,Man there theory manager magazine music seat my woman staff what pay Mrs black.,False,5,DOT Inspector,Medium,17687.82,Paving,Clarification,5
1277,South Nancy Bypass Project,2025-02-24,2025-02-28,Open,Pavement Materials,Red employee price carry act center tend industry executive tend born station push speak green both appear return figure at hotel.,False,4,Subcontractor,Medium,34055.2,Inspection,Design Change,5
1278,Lake Miguelville Bypass Project,2025-01-19,2025-02-05,Open,Stormwater Drainage,Brother interesting which company black matter name story fight do officer against lot size red through day condition argue religious city whether.,False,17,General Contractor,High,146201.4,Preconstruction,Conflict Resolution,5
1279,Curtisfort Bypass Project,2025-03-15,2025-03-22,Answered,Pavement Materials,Serve together present drug whom us far gun well actually lot book artist impact back game popular moment capital approach wife.,False,7,General Contractor,Medium,18537.22,Inspection,Design Change,3
1280,West Michael Bypass Project,2025-01-04,2025-01-08,Pending Review,Utility Relocation,Thus travel rich start manager sell sell feeling bag represent budget theory own glass back next song save actually indeed Mr between century.,True,4,Civil Engineer,Medium,15689.71,Preconstruction,Conflict Resolution,2
1281,Nguyenfort Bypass Project,2025-01-25,2025-01-31,Closed,Stormwater Drainage,International paper need case phone list collection pretty force reduce what shoulder road cover.,True,6,DOT Inspector,Medium,20114.22,Paving,Material Substitution,4
1282,Lake Connorburgh Bypass Project,2025-04-11,2025-05-01,Closed,Traffic Signage,True trip class person while off page it weight draw ok station provide throw thank right fact relationship.,True,20,General Contractor,High,182569.56,Inspection,Design Change,3
